region,metro_area,year,employment_rate,employment_rate_15_64,labor_force,labor_force_participation_rate,not_in_labor_force,population_15plus,unemployment_rate,male_labor_force_participation_rate,male_unemployment_rate,male_employment_rate,male_employment_rate_15_64,female_labor_force_participation_rate,female_unemployment_rate,female_employment_rate,female_employment_rate_15_64,gender_employment_rate_gap,gender_labor_force_participation_gap,youth_employed_share,senior_employed_share,core_30_49_employed_share,working_age_employed_share,wage_worker_share,regular_worker_share,temporary_worker_share,daily_worker_share,self_employed_share,short_hours_worker_share,long_hours_worker_share,average_weekly_hours,college_employed_share,quarter_count,is_complete_year,employment_rate_score,employment_rate_15_64_score,labor_force_participation_rate_score,unemployment_rate_score,female_employment_rate_score,female_labor_force_participation_rate_score,gender_employment_rate_gap_score,wage_worker_share_score,regular_worker_share_score,temporary_worker_share_score,daily_worker_share_score,self_employed_share_score,youth_employed_share_score,senior_employed_share_score,short_hours_worker_share_score,long_hours_worker_share_score,college_employed_share_score,labor_market_access_score,female_employment_score,stable_wage_job_score,youth_retention_score,working_time_quality_score,education_job_score,employment_inclusion_score
경기,수도권,2018,61.95,67.9,7058.25,64.4,3900.5,10958.75,3.8,76.25,3.8499999999999996,73.3,78.525,52.75,3.725,50.8,56.975,22.5,23.5,15.445855662591395,12.13209011283288,48.66723527905582,94.49694382599031,78.32489028033228,55.58785994270147,17.61346416145301,5.127224896256655,18.925578733236613,18.086389402869997,16.715690005162877,41.85,48.0906634500263,4,True,41.33986928104578,40.1473296500921,44.46397188049213,34.400000000000006,30.95238095238095,33.82352941176471,31.603229527104958,74.54027066577225,54.06127249519517,48.12689090271213,44.73510508108771,70.6435821872646,72.85249869828218,94.01078535191414,82.62301879156408,47.12445875952239,43.37277612768866,40.0877927029075,32.1263799637502,58.42142426640637,83.43164202509816,64.87373877554323,43.37277612768866,53.718958976899025
경남,비수도권,2018,61.375,66.9,1800.5,63.3,1044.0,2844.75,3.025,75.525,3.125,73.2,77.55,51.1,2.875,49.625,55.375,23.575000000000003,24.425000000000004,11.779925429570923,18.22416449844299,45.1268272614372,89.67445703695638,67.12156535904393,48.73419273169803,14.305650937029624,4.0817216903162645,26.671899517500773,20.310450592043573,20.430512059178835,42.025,41.59715236559512,4,True,37.58169934640524,32.780847145488046,36.73110720562388,59.2,25.623582766439924,26.35746606334843,26.643598615916943,29.831556982267728,35.24016485178142,68.32738814566122,59.387471197779156,25.968671020975606,31.832522738209008,69.77120175344551,71.41939363121062,26.366101036493887,28.32196743555013,41.5734134243793,26.208215815235096,43.75105043969303,50.80186224582726,48.892747333852256,28.32196743555013,39.924876115756184
경북,비수도권,2018,61.599999999999994,66.925,1488.0,64.225,828.0,2316.0,4.15,75.575,4.125,72.475,75.75,53.1,4.175,50.85,57.425,21.624999999999996,22.475,11.197606682127656,23.967391246196886,40.051186215776795,84.73783104438903,63.24773683035269,43.95778516267617,14.563116090410468,4.744172609166197,28.199509691083236,20.713768588837283,19.75796017287133,41.975,34.86413687228855,4,True,39.05228758169932,32.96500920810308,43.233743409490295,23.19999999999999,31.17913832199548,35.40723981900454,35.64013840830451,14.37240608152503,22.123496324157532,66.75507321487132,50.10345050594659,17.158572562343466,25.31665923211556,46.91963821936043,69.38769428836098,30.124308681507742,12.716029939897263,34.61276004982317,34.07550551643484,34.102599737768784,36.118148725737996,49.75600148493436,12.716029939897263,33.56350757576607
광주,비수도권,2018,59.4,64.625,778.5,61.725,482.75,1261.0,3.775,71.225,4.075,68.325,72.875,52.775,3.4,51.0,56.475,17.325000000000003,18.450000000000003,15.38691789491055,13.548663909877728,47.564602719113516,92.55930287116175,77.50025209643817,53.00033014992455,19.32553337630841,5.140651580615076,19.860623458450803,19.18504927134679,14.289367226103758,41.25,51.7285744945834,4,True,24.67320261437908,16.02209944751379,25.65905096660808,35.2,31.859410430839013,33.9366515837104,55.478662053056496,71.24941614577614,46.95556174778579,37.67144886049909,44.546934739920864,65.25095242162041,72.19301374910553,88.374419673587,77.08856074470116,60.682706090587004,51.80480965450032,25.38858825712524,40.424908022535305,53.134862783120454,80.28371671134627,68.88563341764407,51.80480965450032,53.32041980771195
대구,비수도권,2018,58.2,64.22500000000001,1282.0,60.85,824.5,2106.25,4.35,69.975,4.8,66.625,71.375,52.3,3.8,50.325,57.15,16.299999999999997,17.675,13.023272433781237,15.956803663792844,45.03935272182037,91.80960713667075,72.51134087133948,47.7209476668228,18.55034577867685,6.219820888623002,23.29382415799543,18.786592648144424,16.825240915465695,41.7,48.67953061883509,4,True,16.830065359477146,13.07550644567223,19.507908611599294,16.80000000000001,28.79818594104311,31.787330316742075,60.20761245674741,51.34034405133677,32.45765530644528,42.405444967989226,29.42274983739246,45.45085111678308,45.744970870293045,78.79274007037984,79.09577109968168,46.51229027557283,44.73766593654293,16.55337010418717,40.26437623817753,40.21540905598936,62.26885547033644,62.80403068762726,44.73766593654293,44.47395124881012
대전,비수도권,2018,58.675000000000004,63.875,792.0,61.275,500.75,1292.5,4.275,70.875,4.35,67.775,72.3,52.025,4.075,49.925,55.4,17.85,18.85,15.815793096768264,13.70731582763072,47.544456273227865,93.17914985754399,78.05614386083542,54.89296802036705,17.035243848232586,6.160957091311074,19.43964304275221,18.882912150576477,14.693810070962916,41.25,52.55375040106165,4,True,19.93464052287585,10.49723756906075,22.49560632688926,19.19999999999999,26.984126984126984,30.542986425339365,53.05651672433678,73.46779380669972,52.15300422535603,51.65802674701677,30.247705614029513,67.6788486058692,76.9919186250393,87.74316401582374,78.61056520420834,58.42268686758557,53.7174212669673,18.03187110470646,36.861210044601044,55.04107579979425,82.36754132043151,68.51662603589696,53.7174212669673,52.42262426206625
부산,비수도권,2018,55.675,62.95,1728.5,58.125,1246.75,2975.0,4.15,68.375,4.5,65.325,72.2,48.575,3.675,46.775,53.9,18.550000000000004,19.799999999999997,14.346376471663024,18.161451406968656,43.82335367202778,91.35759477980102,78.59321856319137,53.76122098991257,18.64819616797628,6.199070660310993,18.66044370306229,20.079895886834073,16.548763653608702,41.375,48.288286100627545,4,True,0.32679738562089655,3.683241252302025,0.35149384885762514,23.19999999999999,12.698412698412712,14.932126696832599,49.82698961937714,75.61107888170979,49.0450720731938,41.807882050993136,29.713557116131526,72.1726802261905,60.54986141014081,70.0207291110072,72.58080434630108,48.057240160239964,43.830830432787806,6.890383121695134,25.819176338207484,53.67005406964374,65.285295260574,60.31902225327052,43.830830432787806,42.63579357936312
서울,수도권,2018,59.625,66.025,5334.5,62.6,3186.0,8520.5,4.775,71.94999999999999,4.85,68.425,74.45,54.099999999999994,4.65,51.575,58.125,16.849999999999994,17.849999999999998,16.785575980441614,13.917170493280825,47.45306488966543,93.25773018231698,80.21827333675341,52.92998746471035,21.372773094393366,5.915468266735613,17.49845867777524,19.575616530373523,15.70125126943601,41.375,56.98024874530404,4,True,26.14379084967321,26.335174953959502,31.810193321616875,3.1999999999999886,34.46712018140592,39.93212669683256,57.67012687427914,82.09612765978652,46.76239111233128,25.16915278903936,33.68814665218065,78.87412975649008,87.843317327735,86.90817918314183,75.12109276704712,52.793123868676126,63.977260495546396,21.872289781312393,44.023124584172535,53.31798959396558,87.37574825543841,63.957108317861625,63.977260495546396,55.753920171382816
세종,비수도권,2018,61.775,65.5,152.0,63.225,88.25,240.0,2.3,75.325,1.7,74.05,77.6,51.225,3.15,49.625,53.125,24.425000000000004,24.1,14.002795916668152,10.626835659954002,57.67314091241592,94.11551510200682,82.07685940618285,66.39170795706818,13.496338025656122,2.1888134234585555,15.217036920925484,17.678016004703366,15.906901507949252,40.824999999999996,64.35380415435813,4,True,40.19607843137255,22.46777163904233,36.20386643233744,82.4,25.623582766439924,26.923076923076934,22.72202998846595,89.51312154491208,83.73011695192896,73.26978426227792,85.91592638923304,92.03164248526143,56.705362139726134,100.0,84.68018452998461,51.64395409558592,81.06785607620796,45.316929125688084,25.08956322599427,84.8921183267227,78.35268106986307,68.16206931278526,81.06785607620796,63.81353618954356
울산,비수도권,2018,59.0,63.6,601.5,61.85,371.25,973.0,4.55,74.875,4.875,71.2,75.475,48.3,4.075,46.325,50.775,24.875,26.575000000000003,13.927825074978132,12.019685221024837,48.235949450570544,94.42454299991735,82.63163950041864,58.64293671778093,18.722450337267805,5.309580001695736,14.103864655095457,18.600489759338693,17.491828893915933,41.75,41.748389712719614,4,True,22.058823529411768,8.471454880294647,26.5377855887522,10.400000000000006,10.65759637188212,13.687782805429856,20.645905420991923,91.7270629029249,62.45093120963474,41.35441898029259,42.17946129830467,98.45157699013711,55.866474891919125,94.4580300175889,80.0332574501418,42.787408838632544,28.672508822032828,16.867015999614654,14.9970948661013,67.23269027625881,75.16225245475401,61.410333144387174,28.672508822032828,44.05698259385813
인천,수도권,2018,62.925,68.625,1644.5,65.7,858.75,2502.75,4.25,76.3,4.275,73.05,77.825,55.375,4.225,53.05,59.3,20.0,20.925,15.893650187849957,13.2699852191262,46.226478981265004,93.76418678765899,80.16869410322118,52.08315107855918,23.08190433977742,4.97169726693455,17.35550117709917,17.53957652199157,17.018838964071023,42.175,41.48868253598647,4,True,47.71241830065359,45.48802946592998,53.60281195079089,20.0,41.15646258503401,45.70135746606335,43.13725490196079,81.89827356091736,44.43686256105849,14.731652643837805,46.91477105737597,79.69860034338235,77.86310159947931,89.48324648593508,85.37756825271956,45.4304679193485,28.07055358053679,41.700814929343615,43.331691651019376,53.53603203331439,83.67317404270719,65.40401808603403,28.07055358053679,52.619380720492565
전남,비수도권,2018,62.425,67.65,988.5,64.225,551.25,1539.5,2.8,73.45,2.95,71.275,75.05000000000001,55.2,2.525,53.825,59.525,17.450000000000003,18.25,9.959159385915923,28.048655131275243,37.90316546813115,80.99877131853273,61.09148023189363,37.82133532292044,17.421046495381944,5.849098413591236,29.687088721019823,21.686360411927446,12.402788590459426,40.05,34.40389016515273,4,True,44.444444444444436,38.305709023941084,43.233743409490295,66.4,44.671201814058975,44.90950226244345,54.90196078431371,5.767508913409371,5.271965687095561,49.30196708424014,34.61829720729804,8.579343420393556,11.459036448998278,30.68081202192549,64.48829931084421,71.22487301591555,11.649259582502133,48.09597421946896,48.16088828693871,20.707816462487333,21.069924235461883,67.85658616337989,11.649259582502133,36.256741491706485
전북,비수도권,2018,58.3,63.875,940.0,59.925,628.75,1568.5,2.725,70.725,3.125,68.525,72.75,49.575,2.175,48.474999999999994,54.6,20.050000000000004,21.150000000000002,11.000704401875755,23.232125287619603,41.62377088066819,85.37163097328242,66.1960478311511,42.27760985266206,16.983329955450827,6.990415593051674,26.115090597494806,22.309320673186694,15.467566778326457,40.175,40.28629543712501,4,True,17.48366013071894,10.49723756906075,13.005272407732829,68.8,20.40816326530611,19.45701357466065,42.90657439446365,26.13812682163764,17.50950509931198,51.9750598975785,18.623131363992684,29.179923140613568,23.1134185022008,49.845167282521615,61.350160265516095,54.09894853274902,25.283633228271846,27.44654252687813,27.590583744810136,28.685149264626876,36.47929289236121,57.72455439913256,25.283633228271846,33.86829267601346
제주,비수도권,2018,68.45,73.675,379.5,69.8,164.0,543.5,1.95,77.075,1.7,75.775,80.0,62.7,2.275,61.25,67.0,14.524999999999999,14.374999999999998,13.367671814983701,18.19065824462318,44.93347110084151,89.19451511967759,66.09366473196368,40.90885239382262,18.1426744011891,7.1776432727040635,27.666310558788126,23.17910607005993,17.98725079841255,39.925,47.95369059210273,4,True,83.82352941176474,82.68876611418042,82.42530755711775,93.6,78.34467120181404,78.84615384615387,68.39677047289504,25.729550198201302,13.750709891225005,44.895054863785575,15.999200137518912,20.233661308682954,49.598632407640224,69.90451884531412,56.96864881971905,40.01900029366684,43.055297300931,85.63440077076572,75.19586517362099,24.12163527988275,59.75157562647717,48.49382455669294,43.055297300931,56.04209978472843
충남,비수도권,2018,63.55,68.975,1216.5,65.55,638.75,1855.25,3.1,76.525,2.975,74.25,78.375,54.325,3.275,52.575,58.55,21.675,22.199999999999996,14.262350277554674,20.348936110684416,43.330749736028494,87.50308234700428,68.85285457217742,50.12321333372317,13.042189912059339,5.71053799773699,24.897801926661447,18.76842676358378,18.36817627757761,41.85,36.34606745745258,4,True,51.79738562091502,48.066298342541366,52.5483304042179,56.8,39.002267573696166,40.95022624434391,35.40945790080737,36.74055179203568,39.05460542275963,76.04322311573725,36.5601735505191,36.200322211057724,59.609649173886346,61.31700768709693,79.18728106456685,37.890395680216784,16.150882586227432,52.30300359191857,38.45398390628248,44.919775218421876,60.46332843049164,58.538838372391815,16.150882586227432,45.1383020176223
충북,비수도권,2018,63.275,69.14999999999999,898.0,64.875,486.5,1384.75,2.45,75.55,2.2,73.95,78.4,54.2,2.8,52.675,59.225,21.275000000000006,21.35,15.241860948925025,18.809474073720395,41.94362688257121,89.2878159786642,69.85890947288007,50.443960254556366,14.796996923769507,4.645854080268471,23.53919124467969,20.112110184983084,16.09439372339845,41.175,39.30836397058823,4,True,50.0,49.35543278084705,47.803163444639715,77.6,39.455782312925166,40.3846153846154,37.25490196078428,40.755379606226114,39.93542034088157,65.32678545830626,51.4813507106315,44.03575960352971,70.56989708868144,67.44232993033825,72.41852602274494,50.59625102341048,23.01696128061675,56.18964905637169,39.03176655277495,48.30693914391503,69.00611350950985,61.50738852307771,23.01696128061675,49.50980301104432
강원,비수도권,2019,62.25,68.35,841.5,64.575,461.75,1302.75,3.5999999999999996,72.35,3.525,69.85,75.225,57.1,3.775,54.949999999999996,61.224999999999994,14.9,15.249999999999998,12.80505032932259,24.55120558873539,37.27289756491069,85.51297040594449,67.62322576257684,45.542337201408834,17.141436087531375,4.969428492821285,25.57218141210673,23.22516731965477,17.063781261657994,40.075,38.67183705584831,4,True,43.30065359477125,43.462246777163834,45.69420035149387,40.80000000000001,49.77324263038547,53.506787330316754,66.66666666666666,31.833515463832946,26.474892966191437,51.00952095432598,46.946567142509664,32.31101211873141,43.30317167885702,44.5967157357851,56.7366169955093,45.17933118207287,21.541604621240694,43.31427518085724,56.64889887578963,37.71510172911829,43.949943707321054,50.95797408879109,21.541604621240694,42.354633033853
경기,수도권,2019,61.875,67.6,7226.0,64.3,4008.5,11234.5,3.8,75.55,3.925,72.55,77.625,53.225,3.575,51.3,57.275,21.25,22.324999999999996,15.204567448178253,13.541017760067493,47.2851340457438,93.66626205554658,78.52436022283635,55.53988480227044,17.390773712673397,5.597273646740911,18.938165900672963,19.24589063057938,14.336373894351855,40.8,48.78537923980248,4,True,40.84967320261439,37.937384898710796,43.76098418277678,34.400000000000006,33.21995464852607,35.972850678733046,37.370242214532865,75.33628833111136,53.929526197270086,49.48684005685091,38.14753428679849,70.57098893910006,70.15260095731477,88.40484272422626,76.78207467030424,60.42003368779806,44.983004294142184,39.23701057102549,35.521015847263996,57.49423556222617,79.27872184077052,68.60105417905115,44.983004294142184,54.185840382413254
경남,비수도권,2019,61.275,67.025,1817.5,63.65,1036.75,2854.25,3.8,74.9,3.825,72.025,76.525,52.5,3.7,50.55,56.775,21.475,22.400000000000002,11.668841044378947,19.149334085541106,44.39398848161481,89.28366596365868,69.47665944260974,49.853991676991775,15.859762065920226,3.777183255380211,25.00412128530054,21.807111277328055,18.843751228489158,41.1,40.324401073424625,4,True,36.928104575163395,33.70165745856355,39.1915641476274,34.400000000000006,29.81859410430839,32.6923076923077,36.33217993079584,39.22994789029033,38.315285927767995,58.8365809433097,63.655472118229405,35.58715267745062,30.58954250659669,66.09007047865401,63.880021337053655,35.23289154904012,25.371955344701696,36.05533154533859,32.94769390913731,47.12488791140961,48.33980649262535,49.55645644304688,25.371955344701696,39.899355274376575
경북,비수도권,2019,61.7,67.4,1488.5,64.2,830.0,2318.0,3.925,75.5,4.3,72.225,75.8,53.025,3.325,51.25,58.3,20.974999999999998,22.475000000000005,11.362028800942262,25.163864977160173,38.7856307543451,84.44271936118679,63.10097687157956,44.01848184464096,14.307975911309041,4.757265837506717,28.083747365070014,20.295463396584168,17.93307156471807,41.275,36.59447759525056,4,True,39.7058823529412,36.464088397790064,43.05799648506153,30.400000000000006,32.99319727891157,35.06787330316742,38.638985005767026,13.786736289468665,22.290177715256203,68.31318975133397,49.91995343563185,17.82620197959524,27.156462756014694,42.15902250961777,71.49489106848866,40.32175286104048,16.726653292178682,37.4069918089482,35.56668519594867,34.427251834257184,34.65774263281623,55.90832196476457,16.726653292178682,35.782274454818925
광주,비수도권,2019,59.25,64.44999999999999,778.5,61.55,486.25,1264.75,3.7,70.975,3.55,68.475,73.125,52.625,3.95,50.55,55.849999999999994,17.924999999999997,18.35,15.243135939783208,14.76630812928008,46.37454578204743,91.93533475452674,77.68742831085851,54.974617731013524,18.40962208217116,4.337017996997233,19.41315674367263,19.56469143302568,13.71181711534971,40.725,54.03939999600959,4,True,23.692810457516345,14.732965009207996,24.428822495606298,37.59999999999999,29.81859410430839,33.2579185520362,52.710495963091134,71.99637366398392,52.37722549928419,43.26483104888752,55.80958168727874,67.83160151805271,70.58416361614586,83.5295693022402,75.17612753682837,63.91004555064173,57.160893919339514,25.113649490582656,38.59566953981191,58.25592268349741,77.05686645919303,69.54308654373506,57.160893919339514,54.287681439359936
대구,비수도권,2019,57.925,64.2,1266.25,60.175,838.0,2104.25,3.675,70.35,3.85,67.65,72.825,50.575,3.5250000000000004,48.825,55.625,18.825000000000003,19.775,14.06388431522181,17.138331663927147,43.020922813557995,91.32967310407103,72.31650282671202,50.19044225571763,17.142879019731346,5.024320568989896,23.151814693265287,20.268732312674366,13.580361886394682,40.4,50.604063055297374,4,True,15.032679738562077,12.891344383057088,14.762741652021056,38.4,21.99546485260774,23.981900452488706,48.558246828143005,50.56281073751219,39.23922523849519,51.00070910615025,46.17727366511245,46.26985415038828,57.38891160216251,74.09159150908914,71.629547905141,64.6446149667625,49.198391289342794,20.271691443410056,31.51187071107982,46.64997457953167,65.74025155562583,68.13708143595176,49.198391289342794,46.918210169156986
대전,비수도권,2019,59.775,65.25,806.0,62.425,485.25,1291.0,4.225,72.64999999999999,4.45,69.4,74.075,52.5,3.875,50.475,56.375,18.924999999999997,20.15,16.283462334120205,15.0461937573479,45.38511361112362,92.62392262111106,79.07369099554104,56.92672339711488,16.670872807040432,5.475219412054685,18.435188294237847,19.582953231988505,13.15890046606403,40.325,50.592896289541564,4,True,27.124183006535947,20.62615101289132,30.579964850615088,20.80000000000001,29.47845804988664,32.6923076923077,48.0968858131488,77.5284832738577,57.73797467806322,53.88320565333052,39.858082205306864,73.47178281427341,82.22490988620585,82.41594024091673,75.08413440672513,66.99973367836306,49.17250870395635,24.78257471751059,36.75588385178105,60.495905724966335,82.32042506356129,71.04193404254409,49.17250870395635,54.09487201738662
부산,비수도권,2019,56.625,64.25,1740.75,58.8,1219.0,2959.75,3.775,67.65,3.75,65.1,72.0,50.625,3.75,48.7,56.675000000000004,16.4,17.025000000000002,14.677605226018683,18.616080300041638,42.59330914407331,90.68179266974937,77.1308114719366,54.69312479131513,16.240724942934396,6.196961737687062,19.97709227749591,20.365131747188645,15.676245055364898,40.825,47.74837791578183,4,True,6.535947712418302,13.25966850828727,5.096660808435814,35.2,21.428571428571455,24.208144796380097,59.746251441753174,69.77510247372415,51.60420738273213,56.51007729129888,29.743112937885158,64.57924848766346,64.25615004012364,68.2118189824717,71.14393935478931,52.93285813573896,42.579418878118155,15.023069257285346,35.12765588890158,54.44234971466075,66.23398451129768,62.03839874526413,42.579418878118155,45.907479499254606
서울,수도권,2019,59.975,66.325,5319.25,62.75,3158.5,8477.75,4.4,71.9,4.575,68.6,74.52499999999999,54.425,4.15,52.15,58.675,16.449999999999996,17.474999999999998,17.102002961904507,15.126088591119835,46.026357541242504,92.28489459757189,82.03368347490009,55.826688925476354,20.618600589793168,5.598002066662284,16.0783669932318,19.045432614680692,13.232306260924283,40.575,58.30933990373082,4,True,28.431372549019624,28.545119705340692,32.864674868189795,15.199999999999989,37.07482993197279,41.40271493212669,59.51557093425607,89.34082087852049,54.71712955022644,29.774811744447888,38.13732573333447,87.06414300559804,91.38398131959495,82.09804893169782,77.7918744372574,66.58954343869732,67.05785841858,26.260291780637523,45.997705266118516,59.80684618242547,86.74101512564638,72.19070893797736,67.05785841858,59.675737618564206
세종,비수도권,2019,62.525,65.875,172.5,64.25,95.75,268.0,2.7,75.475,2.35,73.7,77.1,53.075,3.125,51.45,54.325,22.25,22.400000000000002,12.539423012831318,11.174184666277519,57.77056126671486,93.74041656332554,82.1020658894406,67.49173699715848,12.672897809358389,1.7929224124034966,15.211471464809655,17.540268894795034,13.456192585238968,40.15,67.17727158835345,4,True,45.09803921568628,25.23020257826885,43.40949033391915,69.6,33.90022675736964,35.29411764705884,32.75663206459055,89.61371216875425,86.75094716399138,78.2984544714175,91.46420209353212,92.06373982082228,40.33093122576111,97.82216841809148,85.3740804505858,65.3384707515429,87.61215355179615,45.83443303196857,33.983658823006344,87.6382111437035,69.07654982192629,75.35627560106434,87.61215355179615,66.58354699557754
울산,비수도권,2019,59.075,63.724999999999994,596.25,61.65,370.5,966.75,4.175,74.25,4.475,70.925,75.525,48.6,3.7,46.825,51.0,24.099999999999998,25.65,12.954826885477294,13.293349256831197,47.402808214353946,93.57402871754795,81.79520581087067,59.30556131658707,18.67950214578623,3.8099158978545598,15.576784300592498,17.19029322944936,15.236862625919814,41.525,43.54623803079841,4,True,22.54901960784316,9.392265193370102,25.131810193321595,22.400000000000006,12.925170068027242,15.045248868778295,24.22145328719725,88.38913647447876,64.27058899536465,41.616699455262406,63.19673544599746,89.95689207451456,44.979098481148185,89.39028397279083,87.13706979137602,55.38811911863696,32.839602824191964,19.868273748633715,17.397290741334263,69.48601048912357,67.1846912269695,71.2625944550065,32.839602824191964,46.33974391420992
인천,수도권,2019,62.525,68.35,1652.75,65.375,875.75,2528.5,4.35,75.225,4.375,71.975,76.75,55.725,4.35,53.3,59.75,18.675000000000004,19.5,15.955501323175898,14.178377812743584,45.385277649282905,93.17375804385813,80.21669324430982,52.50135952543539,23.318998072537358,4.396335646337077,17.363358354447385,18.489700464769168,15.419905595812384,41.25,43.423631343260894,4,True,45.09803921568628,43.462246777163834,51.31810193321616,16.80000000000001,42.29024943310657,47.28506787330318,49.25028835063435,82.08982204059309,45.58532016101389,13.28374401962202,54.97826533131677,79.65328609551872,78.55518571535265,85.86886871910596,80.59135438298662,54.36527834929033,32.5554222361387,39.16959698151657,46.27520188568136,55.1180875296129,82.2120272172293,67.47831636613847,32.5554222361387,53.80144203605289
전남,비수도권,2019,63.4,68.825,999.25,65.075,535.75,1535.25,2.525,74.175,2.65,72.175,76.225,56.2,2.425,54.8,60.65,17.375,17.975,9.879067444426687,28.928788212720548,36.44113804136659,80.670262475062,61.836252071189776,38.84837150472836,18.24017208747908,4.772986537627423,28.789819205635766,21.45482167229391,12.499381111347546,39.825,35.331114101204335,4,True,50.81699346405229,46.96132596685082,49.209138840070324,75.2,49.09297052154194,49.43438914027151,55.24798154555939,8.739643628466748,8.092347525953107,44.299645870148105,49.699633256343525,13.754114386944707,10.56284658567479,27.178875234045208,65.65466706258701,70.68511577510854,13.79840045480217,55.546864567743356,51.25844706912428,24.917076933571238,18.87086090986,68.16989141884778,13.79840045480217,38.7602568923248
전북,비수도권,2019,59.35,64.45,953.25,60.975,609.5,1562.75,2.675,70.85,3.05,68.7,72.725,51.525,2.25,50.35,55.775,18.35,19.325000000000003,10.888654246757678,25.42797509121882,39.612231625642146,83.89644018551775,66.12997751085742,43.21869009179615,16.115316432499892,6.876099921820378,26.361608254531596,23.98000520052583,13.524260256011743,39.45,39.5219233783133,4,True,24.346405228758183,14.7329650092081,20.386643233743406,70.4,28.911564625850357,28.28054298642534,50.74971164936562,25.874462324379778,20.093840162064318,57.275935003750625,20.225225990043768,27.7581960090168,21.85963177492887,41.10816219772674,52.93414936769311,64.95810985168578,23.511954166327367,32.46650336792742,35.980606420547105,30.24553189785106,31.483896986327807,58.94612960968944,23.511954166327367,35.43910374144504
제주,비수도권,2019,68.425,72.45,390.0,69.925,168.0,558.0,2.15,77.025,2.175,75.375,78.92500000000001,62.85,2.05,61.55,65.65,13.825,14.174999999999999,12.718728282358022,20.436027501703677,43.58754056771181,87.75063727573898,64.74175522404173,39.83958059227172,16.908911064780142,7.993263566989858,29.295355882571236,24.448252130437425,16.719409752444186,39.475,47.846489754333405,4,True,83.66013071895424,73.6648250460405,83.30404217926186,87.2,79.7052154195011,79.52488687782807,71.62629757785467,20.33453259937764,10.814343263334722,52.429528905900014,4.5685635826268225,10.838561731383152,42.337269965993976,60.97048219845472,50.57537294969125,47.10367287971929,42.80682474426262,81.95724948606414,76.95213329172795,19.79710601652447,51.65387608222434,48.83952291470527,42.80682474426262,53.66778542258479
충남,비수도권,2019,63.65,69.3,1231.25,65.55,647.0,1878.25,2.875,76.1,2.625,74.1,78.45,54.725,3.225,52.95,59.125,21.150000000000002,21.375,14.457452034729805,21.07799868043591,42.060573640937314,87.27623365454328,68.15842616812135,50.21271016282438,12.159063373477299,5.806504652310727,24.83337873362299,18.87678258324836,17.61289047553214,41.55,36.7293905962217,4,True,52.450980392156865,50.4604051565377,52.5483304042179,64.0,40.70294784580501,42.760180995475125,37.83160322952709,33.96932084865379,39.30037595733617,81.43639195492146,35.215234051702666,36.57186639392817,61.79274292646383,58.416161113432544,78.6414426706529,42.110918933823214,17.039357735321524,54.864928988228115,40.43157735693574,45.298637841308455,60.104452019948184,60.37618080223806,17.039357735321524,46.35252245733002
충북,비수도권,2019,62.875,68.3,908.0,64.85,492.0,1399.5,3.05,74.675,3.3000000000000003,72.2,76.15,54.95,2.725,53.45,59.85,18.75,19.724999999999994,14.37777134709522,20.421624085602353,41.31148436262981,88.15082273885102,71.06720839994297,51.54727404041473,15.351251983004769,4.226027102123208,22.527881516058514,19.902240181748958,14.480660620824857,40.55,40.85322397772292,4,True,47.38562091503269,43.09392265193365,47.62741652021086,58.400000000000006,42.97052154195013,43.778280542986444,48.904267589388695,45.57729552437379,42.96527091412852,61.94200311530555,57.365080721689296,49.8682281451803,60.90115479371321,61.02779154607468,73.4757383243143,59.61376209813379,26.597673182266913,49.1267400217943,45.21768989144175,51.54357568413549,60.96447316989395,66.54475021122406,26.597673182266913,49.99915036012609
강원,비수도권,2020,60.775,66.975,827.25,63.275,480.0,1307.25,3.9499999999999997,70.95,3.55,68.375,74.1,55.875,4.375,53.45,59.575,14.925000000000002,15.075000000000003,12.183281038868815,26.244672332469612,36.40971881531062,84.63015656444867,68.48658928241858,47.17787272775274,16.591575815992748,4.747853269385623,24.955920141813255,24.50901164373759,13.986233596948097,38.4,39.970928575221556,4,True,33.66013071895424,33.333333333333265,36.555360281195064,29.60000000000001,42.97052154195013,47.963800904977376,66.55132641291809,35.278909816364866,30.966297239005435,54.36746475151831,50.05186732496757,35.865140365203274,36.345875787791655,37.85862849198314,50.26929917112156,62.376611268384266,24.55266869388778,33.28720608337065,52.4952162866152,41.30593589941189,37.1022521398874,56.32295521975291,24.55266869388778,40.8443723871543
경기,수도권,2020,60.3,65.925,7193.0,62.775,4262.75,11455.75,3.9749999999999996,74.3,3.9749999999999996,71.325,76.275,51.35,3.925,49.35,55.175,21.975,22.949999999999996,14.521830682947508,15.010926392854747,46.80079198560319,92.93232527676912,79.24309146445327,57.76581993117563,15.886324207289256,5.590948374667578,18.419214758016842,21.354125956260976,11.992297817898322,39.275000000000006,49.888064686890296,4,True,30.555555555555543,25.59852670349903,33.040421792618616,28.80000000000001,24.37641723356011,27.488687782805442,34.02537485582468,78.20450375131944,60.042248536796514,58.6743685005,38.23618078896086,73.56390607272851,62.513108682048966,82.55626456656,66.16191797060074,73.51868794834654,47.53883387477003,29.4986260129183,28.630159957396746,61.744241530061075,72.53468662430448,69.84030295947363,47.53883387477003,51.63114182648738
